ID number,Author last name,Variable name,Strategy name,Coded Value,"Kirsten, Dena, Allison checking ",Textual Evidence,Rationale
3974,Shareef,strat_30,Organize clinician implementation team meetings,1,,Results of the initial PDSA cycle were assessed through review of quantitative data and interactive dialogues with the patient navigation and care coordination teams and Family Health Centers of San Diego leaders.,"The project held interactive dialogues with the patient navigation and care coordination teams to assess the results of the first implementation cycle, which constitutes a meeting to reflect on the effort and share lessons learned."
4520,Radtke,strat_31,Promote network weaving,1,,The integration of Food is Medicine interventions into local trusted organizations already established in the community may serve as an effective strategy for initiating and sustaining patient health behavior change.,"The intervention was deliberately integrated into existing, trusted local organizations to leverage their established community presence and relationships to implement the program effectively."
4811,Bowen,strat_32,"Recruit, designate and train for leadership",1,No. The leader is the one who should receive the training (vs implement it),"A 1-time, 60-minute learning management session regarding the implementation of the project was facilitated by the nurse practitioner (NP) with all clinic staff, including registered nurses (RNs), certiﬁed medical assistants (CMAs), and front-desk personnel, before the project’s implementation.",A nurse practitioner was designated as a leader for the change effort and trained all clinic staff on the implementation of the project before it began.
3994,Ghosh,strat_32,"Recruit, designate and train for leadership",1,,"The importance of the problem, magnitude of the deficit, and goals of the QI project were presented to all staff during quarterly staff meetings by the Chief Medical Officer.","The Chief Medical Officer was designated as a leader for the change effort and took an active role in communicating the project's goals to all staff, which fits the definition of designating leadership."
4701,Katz,strat_33,Use advisory boards and workgroups,1,,"These sessions were followed by an iterative process of two intervention development sessions with ten community members who provided feedback about different video scripts and other intervention materials, and two review sessions with six community members and a physician who provided feedback prior to finalizing all intervention materials.",The study created and engaged workgroups of community members and a physician to provide input and advice on the development of the intervention materials.
4647,Samuel-Hodge,strat_33,Use advisory boards and workgroups,1,,"The study team engaged both a Community Advisory Board (CAB) and study-speciﬁc workgroup for advice on site recruitment. CAB and workgroup members included representatives of governmental public health organizations (e.g., local health departments, community health centers, rural health groups), community based organizations, Area Health Education Centers (AHEC), and other health-related professionals.",The study team created and engaged a Community Advisory Board and a workgroup composed of diverse stakeholders to provide advice on the implementation effort.
4684,Thakur,strat_33,Use advisory boards and workgroups,1,,"We enumerated the key takeaways from this project with a team-based approach involving key stakeholders in the program including the lead pharmacist and the data analyst. The chief executive officer and the chief innovation & strategy officer, both of whom are advocates for digital technology to address health equity, were an integral part of this collaborative effort.","This describes the formation of a formal group of multiple stakeholders, including clinicians and executive leadership, to provide input and advice on the implementation effort by identifying key lessons learned."
4052,Gautom,strat_34,Visit other sites,1,,"The PRECISE PN program adapted the New Hampshire Colorectal Cancer Screening Program (NHCRCSP), which reported a 97% colonoscopy completion rate following PN services delivered by registered nurses to low-income patients who had an appointment for a colonoscopy","The study team explicitly adapted their patient navigation program from a successful, documented program at another site, which aligns with learning from other sites' successful implementation efforts."
4247,Coronado,strat_35,Use an implementation advisor,1,,"1Kaiser Permanente Center for Health Research, Portland, Oregon. 2University of Arizona Cancer Center, Tucson, Arizona. 3AltaMed Health Services Corporation, Los Angeles, California.",The FQHC partnered with university-affiliated faculty and researchers from other institutions who served as outside experts providing guidance on the implementation and evaluation.
4069,Glasser,strat_35,Use an implementation advisor,1,,"In efforts to resolve these barriers, the JRCHC approached Roswell for potential solutions.",The FQHC actively sought guidance from experts at the Roswell cancer center to find solutions for their implementation barriers.
4647,Samuel-Hodge,strat_35,Use an implementation advisor,1,,Research team coaches implementation team on Med South delivery and implementation during monthly technical assistance phone calls.,"The research team, acting as implementation experts, provided coaching and guidance to the site implementation teams through monthly technical assistance calls."
3974,Shareef,strat_35,Use an implementation advisor,1,,The study was approved by the Institutional Review Board Administration of Family Health Centers of San Diego and University of California San Diego.,"The project involved a partnership with university-affiliated faculty from the University of California San Diego, who served as outside experts providing guidance on the implementation effort."
4811,Bowen,strat_36,Conduct educational meetings,1,Correct,"A 1-time, 60-minute learning management session regarding the implementation of the project was facilitated by the nurse practitioner (NP) with all clinic staff, including registered nurses (RNs), certiﬁed medical assistants (CMAs), and front-desk personnel, before the project’s implementation.","This describes a specific meeting held with various clinic stakeholders to educate them about the implementation of the quality improvement program, which directly aligns with the definition of conducting educational meetings."
4247,Coronado,strat_36,Conduct educational meetings,1,,Centralized clinic outreach staff were trained to deliver live advance notiﬁcation phone calls during a 4-hour in-person training delivered (in English and Spanish) by the study team.,The study held a 4-hour in-person training meeting for centralized clinic outreach staff to teach them how to deliver the live advance notification phone calls.
3994,Ghosh,strat_36,Conduct educational meetings,1,,"The importance of the problem, magnitude of the deficit, and goals of the QI project were presented to all staff during quarterly staff meetings by the Chief Medical Officer.","The Chief Medical Officer held educational meetings with all staff to teach them about the quality improvement project, its goals, and the problem it aimed to solve."
4068,Yan,strat_36,Conduct educational meetings,1,,Both in-person and online GVs included diabetes education led by a staff member or a guest speaker and a facilitator-led discussion to encourage peer support and goal setting.,"The study implemented group visits for patients which included a group diabetes education component led by staff or a guest speaker, fitting the definition of holding meetings to teach stakeholders about the clinical innovation."
5032,Burgermaster,strat_37,Conduct educational outreach visits,1,correct,Each consented PCP met with the study coordinator to review the overall purpose of the study and learn about patient baseline data collection with ASA24.,"A trained person from the study team met with individual providers in their practice setting to educate them about the study and intervention, which aligns with the definition of an educational outreach visit."
5032,Burgermaster,strat_38,Conduct ongoing training,1,Correct,They also received training refresher materials along with the alert.,"In addition to initial training, providers received refresher materials during the trial, which constitutes a form of ongoing training to support their use of the Nutri system."
4069,Glasser,strat_38,Conduct ongoing training,1,,"To optimize the navigation process, patient navigators were trained in all relevant applications. This included EMR systems, insurance verification and prior authorization, as well as health information exchanges, registration, scheduling, and the coordination of supportive services (interpretation and transportation).","This quote describes training provided to the implementation staff (patient navigators) on the systems and processes needed to carry out the intervention, which aligns with the definition of conducting training."
4647,Samuel-Hodge,strat_38,Conduct ongoing training,1,,"Counselors and members of the implementation team participated in trainings which included 2 self-guided online modules on nutrition and physical activity, completed by counselors, and a series of four 2-h web-based live trainings on program delivery and implementation, completed by both counselors and implementation teams.","The study provided structured, ongoing training to counselors and implementation teams through multiple formats, including online modules and live web-based sessions, to build their capacity to deliver and implement the Med-South program."
4811,Bowen,strat_4,Conduct local needs assessment,1,Correct,"The prevalence of obesity rate in this city was 41.7%, surpassing the state norm 39.5%. The overall rate of adult T2DM was 11.8%, above the average incidence of 11.0% in the state.","The project team analyzed local data on obesity and diabetes prevalence, comparing it to state norms to establish the specific need for a weight-loss intervention in their community."
4052,Gautom,strat_4,Conduct local needs assessment,1,,"In a study conducted in a large FQHC, our team previously reported a one-year follow-up colonoscopy uptake of 43%.",This quote demonstrates the use of local data to identify a care gap and establish the need for an intervention to improve follow-up colonoscopy rates.
3994,Ghosh,strat_4,Conduct local needs assessment,1,,An EPIC work-­bench report (WBR) was run to identify active EBNHC patients (defined as at least one visit to a primary care department in the past 18 mo) whose health record stated that CCS screening was overdue.,A local needs assessment was conducted by analyzing electronic medical record data to identify the number of patients overdue for screening and demonstrate the need for the quality improvement project.
4036,McAtee,strat_4,Conduct local needs assessment,1,,The newly trained CCHW utilized results of the initial HRA to offer targeted health coaching specific to the patients– chronic disease–related needs.,"The program used a health risk assessment (HRA) at baseline to collect data on individual patient needs and barriers, which was then used to tailor the health coaching intervention."
4503,McCann,strat_4,Conduct local needs assessment,1,,"A manual chart review of 90 patient charts from the Midwest health center’s quarter three of ﬁscal year 2022 was compared with the EHR-generated report, revealing 27% of the patients marked as noncompliant were due to external data capture errors","The project team conducted a manual chart review to compare local performance with EHR-generated reports, identifying a specific gap in care documentation that established the need for the intervention."
4258,Mehta,strat_4,Conduct local needs assessment,1,,This study was performed at a community health center in southeastern Pennsylvania with a baseline screening rate of approximately 22%.,"The text identifies the low baseline colorectal cancer screening rate at the specific community health center, which constitutes an assessment of the local need for an intervention to improve screening uptake."
4520,Radtke,strat_4,Conduct local needs assessment,1,,"To be eligible, patients needed to be over the age of 18 years, actively receiving healthcare in the Castle Family Health Center Network, screen positive for food insecurity by answering affirmatively to one or more questions on the Hunger Vital Sign [27], and have a HbA1c of 6.5 % or higher, indicating a diagnosis of type 2 diabetes [28].","The study used specific screening tools, the Hunger Vital Sign and HbA1c levels, to collect data and assess the local patient population's need for the food intervention."
4684,Thakur,strat_4,Conduct local needs assessment,1,,"The burden of diabetes in our population is higher than the national statistics, per HRSA data.","The authors explicitly state they used local health data (HRSA data for their population) to identify a higher-than-average burden of diabetes, which established the need for the CGM program."
4890,Ung,strat_4,Conduct local needs assessment,1,,"From 2021 to 2023, this FQHC's cervical cancer screening rates have been consistently below the national average, ranging approximately 60%.",The study team analyzed local clinical data on cervical cancer screening rates to identify a care gap and establish the need for the self-swab innovation at their specific FQHC.
4811,Bowen,strat_40,Develop educational materials,1,No. This was a measure versus educational material,"Team members developed a 15-item pre-implementation, and a 10-item post implementation questionnaire adapted from a weight management program to reduce BMI among patients in a rural primary care clinic.","This describes the creation of new materials, specifically questionnaires, to support the implementation and evaluation of the intervention, which fits the definition of developing educational materials."
4202,Coronado,strat_40,Develop educational materials,1,,Patients in the standard mailed FIT condition were mailed a FIT kit with an introductory letter and a one-page educational sheet developed through the BCT process (26).,The text describes the development of an introductory letter and a one-page educational sheet to be included with the mailed FIT kit for patients.
4247,Coronado,strat_40,Develop educational materials,1,,Outreach staff were given phone call scripts that included answers to frequently asked questions (in English and Spanish).,"The study developed phone call scripts with frequently asked questions for outreach staff to use when delivering the intervention, which are a form of educational material."
3994,Ghosh,strat_40,Develop educational materials,1,,An orientation document regarding the CCS-­only clinics was created by the project lead and emailed to participating providers several days before the clinic to review.,"An orientation document was developed specifically to educate participating providers about the new CCS-only clinics, which constitutes the creation of educational materials."
4069,Glasser,strat_40,Develop educational materials,1,,"This included the development of visual aids for patient education in the early stages of the intervention, such as the use of animal and human anatomy to review the gastrointestinal (GI) organs using pictures (Figure 1) and videos (https://www.youtube.com/watch?v=2ML78wLmVaA, accessed on 3 January 2024)).","This quote explicitly states that visual aids, including pictures and videos, were developed for patient education to make it easier for them to learn about the screening process."
4701,Katz,strat_40,Develop educational materials,1,,"To address barriers to FIT return, a video brochure was developed providing targeted CRC screening information and step-by-step FIT instructions as a component in a mailed FIT program.","The study team developed a video brochure, an audio brochure, and associated letters to provide targeted information and instructions to patients about colorectal cancer screening and how to use the FIT kit."
3528,Kim,strat_40,Develop educational materials,1,,They recommended multilingual tutorials and individual navigation assistance.,"The text indicates that as part of the co-design process, patient and community members recommended the creation of specific educational materials, multilingual tutorials, to help patients learn how to use the technology."
4746,Llavona-Ortiz,strat_40,Develop educational materials,1,,"The SPLV intervention consisted of a TIMI, healthcare provider and patient prompts, and printed educational materials, including infographics and a newsletter (Table 1).","The study team developed a suite of printed and multimedia educational materials, including infographics and a newsletter, to inform patients about colorectal cancer screening."
4503,McCann,strat_40,Develop educational materials,1,,The project leader created tip sheets on how to link external documentation in a way that will count toward UDS measures.,"The project team developed tip sheets, which are educational materials, to guide staff on the new workflow for linking external documentation in the EHR."
4258,Mehta,strat_40,Develop educational materials,1,,Patients in the colonoscopy-only arm were mailed a letter describing the importance of colorectal cancer screening and encouraging them to get screened via colonoscopy using the colonoscopy referral included with the letter.,"The study developed letters containing educational content about the importance of screening and instructions for testing to send to patients, which aligns with the definition of developing educational materials."
4520,Radtke,strat_40,Develop educational materials,1,,"Additional nutrition education materials, guides, and referral sheets to other food and nutrition resources in the community were provided along with the food boxes.","The intervention created and provided guides and referral sheets to patients, which fits the definition of developing educational materials to help stakeholders learn about the innovation."
4545,TangkaFKL,strat_40,Develop educational materials,1,,Texts included fotonovela (pictorial explanation) on colorectal cancer screening.,"The text describes the use of a fotonovela, a type of pictorial educational material, which was developed to explain colorectal cancer screening to patients."
3934,Venishetty,strat_40,Develop educational materials,1,,simplifying the language of the leaflet and making all instructions pictorial with minimal text,"The study team actively revised an educational leaflet by simplifying its language and adding pictorial instructions to make it easier for patients to use, which is a core component of developing educational materials."
4068,Yan,strat_40,Develop educational materials,1,,"Messages were available in both English and Spanish, written below a sixth-grade reading level, and culturally tailored for Black and Hispanic patients, with content designed to be practical and applicable for low-income patients.","The text messages for the intervention were specifically developed to be educational, available in multiple languages, written at a low reading level, and culturally tailored, which fits the definition of developing educational materials for stakeholders."
4811,Bowen,strat_41,Distribute educational materials,1,Correct,"The Athena electronic health records contained Healthwise education sheets that were printed, reviewed, and distributed to all participants prior to the conclusion of their initial visit.","This quote explicitly states that educational materials (Healthwise education sheets) were printed and distributed to all program participants, which is the core activity of this strategy."
4202,Coronado,strat_41,Distribute educational materials,1,,Patients in the standard mailed FIT condition were mailed a FIT kit with an introductory letter and a one-page educational sheet developed through the BCT process (26).,The text explicitly states that an introductory letter and a one-page educational sheet were mailed to patients along with the FIT kit.
4247,Coronado,strat_41,Distribute educational materials,1,,Outreach staff were given phone call scripts that included answers to frequently asked questions (in English and Spanish).,The study distributed the developed phone call scripts to the outreach staff to support their delivery of the intervention.
4052,Gautom,strat_41,Distribute educational materials,1,,Patients were contacted within 30 days of mailing the introductory letter.,"The study mailed an introductory letter to patients as part of the intervention, which is a direct example of distributing educational materials."
3994,Ghosh,strat_41,Distribute educational materials,1,,An orientation document regarding the CCS-­only clinics was created by the project lead and emailed to participating providers several days before the clinic to review.,The newly created orientation document was electronically distributed via email to the providers who were participating in the clinics.
4069,Glasser,strat_41,Distribute educational materials,1,,"Once patients were contacted, the patient navigator provided culturally tailored education modified to the overall literacy and health literacy levels.","This quote indicates that patient navigators delivered education to patients, which functionally serves as distributing the educational materials that were specifically developed for this purpose."
4701,Katz,strat_41,Distribute educational materials,1,,"Patients were randomly assigned to one of three groups that differed on materials sent with the FIT: usual care (manufacturer’s instructions), a video brochure (video instructions, disposable gloves, disposable stool collection device) or an audio brochure (audio instructions, disposable gloves, disposable stool collection device).","The study mailed educational materials, including video brochures, audio brochures, and manufacturer's instructions, to eligible patients as part of the FIT outreach program."
4746,Llavona-Ortiz,strat_41,Distribute educational materials,1,,"Participants also received a tote bag containing informational flyers about on the FOBT/FIT, colonoscopy, a step-by-step guide on preparing for the CRCS tests, and a general summary of CRC and CRCS guidelines.",The study team distributed a tote bag with various informational flyers and guides directly to participants in the intervention group.
4258,Mehta,strat_41,Distribute educational materials,1,,Patients in the colonoscopy-only arm were mailed a letter describing the importance of colorectal cancer screening and encouraging them to get screened via colonoscopy using the colonoscopy referral included with the letter.,"The core intervention of the study was mailing letters, referrals, and/or FIT kits directly to patients, which is a direct application of distributing educational materials."
4520,Radtke,strat_41,Distribute educational materials,1,,"Additional nutrition education materials, guides, and referral sheets to other food and nutrition resources in the community were provided along with the food boxes.","The text explicitly states that educational materials, guides, and referral sheets were provided to patients along with their food boxes, which is a clear act of distribution."
4647,Samuel-Hodge,strat_41,Distribute educational materials,1,,Additional strategies included distribution of educational materials (participant manuals and cookbooks) and monthly technical assistance calls.,"The research team actively distributed program-specific educational materials, including manuals and cookbooks, to the participating sites and participants to support program delivery."
4545,TangkaFKL,strat_41,Distribute educational materials,1,,"AltaMed provided informational brochures to educate patients on all available screening options, and patients could choose a CRC screening test, for example FIT or FIT‐DNA, based on their preference during their discussion with providers.","The text states that informational brochures were provided to patients, which is a direct example of distributing educational materials to a target stakeholder group."
3934,Venishetty,strat_41,Distribute educational materials,1,,"The mailed packet included a FIT kit, a baseline survey, a written consent form, and an educational leaflet with instructions on collecting the sample.","The study mailed an educational leaflet with instructions to participants as part of the intervention packet, which is a direct example of distributing educational materials."
4068,Yan,strat_41,Distribute educational materials,1,,Patients received 3‐5 text messages per week.,"The intervention involved electronically distributing educational content to patients via 3-5 text messages per week, which directly aligns with the definition of distributing educational materials."
4202,Coronado,strat_43,Provide ongoing consultation,1,,"Project management for mailed FIT Includes planning, coordination, meetings, ongoing consultation, etc.","The text explicitly lists ongoing consultation as a component of project management for the mailed FIT program, indicating expert guidance was provided to support implementation."
4519,EspinozaSalomon,strat_43,Provide ongoing consultation,1,,"Each week, a member of the study team reviewed each participant’s data with them, praising achievements, identifying barriers to physical activity, and discussing solutions.","The text describes study team members providing weekly, individualized consultation and feedback to participants based on their personal activity tracker data, which is tailored to their actual practice."
3994,Ghosh,strat_43,Provide ongoing consultation,1,,A messaging pool was created in the EMR for providers to ask gynecologists questions about CCS necessity or frequency during the validation process.,"A dedicated messaging system was established for providers to receive ongoing, tailored consultation from expert gynecologists regarding specific patient cases during the chart validation phase."
3528,Kim,strat_43,Provide ongoing consultation,1,,"Over 6 months, the ACTIVATE team met with clinic codesigners in several workstream meetings every 2 weeks: digital health pathway (clinic workﬂow, care coordination), technology (information technology, technology education, and training), and community engagement (digital health barriers, health education, patient outreach).","The external ACTIVATE research team provided ongoing, structured consultation to the clinic staff and providers over a six-month period through bi-weekly meetings to guide the implementation of the digital health program."
4647,Samuel-Hodge,strat_43,Provide ongoing consultation,1,,Research team coaches implementation team on Med South delivery and implementation during monthly technical assistance phone calls,"The research team provided ongoing, tailored support to site implementation teams through monthly technical assistance calls, which constitutes consultation from experts on program delivery and implementation."
4811,Bowen,strat_45,Use train-the-trainer strategies,1,Correct,"An additional 30-minute educational training was conducted with 1 RN and 1 CMA, who functioned as health coaches for the program. The training provided the health care coaches with information to include in the weekly session with each participant.","This describes the nurse practitioner training other clinic staff (an RN and a CMA) to function as health coaches who would then deliver the intervention to patients, which is a clear example of a train-the-trainer strategy."
4036,McAtee,strat_46,Work with educational institutions,1,,The authors also thank the Community Health Worker Association of Rhode Island and Rhode Island College (RIC) Institute for Education in Healthcare for facilitating the Specialty Endorsement in Cardiovascular Health & Diabetes (CVD/DM).,"This quote explicitly states that the program worked with an educational institution, Rhode Island College, to facilitate the training and endorsement for the community health workers."
3528,Kim,strat_47,Create new clinical teams,1,,The clinic codesigners reengineered clinic workﬂows and assigned a health care teamlet to conduct program activities.,"The project deliberately assigned a specific teamlet, which included a provider, health coach, and a new digital health navigator role, to implement the intervention, thereby creating a new team structure to deliver the innovation."
4684,Thakur,strat_47,Create new clinical teams,1,,"Our pilot implementation study of CGM was led by a pharmacist team, which consisted of 1.2 FTE clinical pharmacists and 2 FTE pharmacy residents. This interdisciplinary approach with recruitments by clinicians and nurses and follow-up by pharmacy team was chosen based on the evidence that collaborative health care teams are effective in integrating digital health in primary care settings","The study deliberately formed an interdisciplinary team involving pharmacists, clinicians, and nurses to implement the CGM program, which constitutes creating a clinical team to deliver the innovation."
4202,Coronado,strat_48,Develop resource sharing agreements,1,,Texts and automated calls were sent by a contracted vendor (Stericycle Communication Solutions); the outgoing phone number was a local number.,"The study contracted with an external vendor to deliver automated text and phone call reminders, which constitutes a resource sharing agreement to implement the intervention."
4052,Gautom,strat_48,Develop resource sharing agreements,1,,"PRECISE was conducted as a partnership between the Kaiser Permanente Center for Health Research and Sea Mar Community Health Centers, a large, multi-facility FQHC headquartered in Seattle, Washington.","The implementation was facilitated by a formal partnership between a research center and an FQHC, which involved sharing resources like a REDCap database and research expertise to deliver the patient navigation program."
4701,Katz,strat_48,Develop resource sharing agreements,1,,"The pilot study was conducted in partnership with a federally qualified health center (FQHC) located in Scioto County, Ohio to pilot test the mailed FIT outreach program, called Fit Starts at 45.","The study partnered with an FQHC which provided essential resources like patient lists and staff time for medical record review and patient follow-up, fitting the definition of a resource sharing agreement."
3528,Kim,strat_48,Develop resource sharing agreements,1,,A data use agreement was signed by the health center and the ACTIVATE team that allowed for use of a Health Insurance Portability and Accountability Act limited data set for analysis purposes.,"This quote describes a formal agreement between the health center and the external ACTIVATE research team to share patient data, a key resource needed for the analysis and evaluation of the implementation project."
4520,Radtke,strat_48,Develop resource sharing agreements,1,,Patients were prescribed a weekly food voucher to be redeemed at the Merced County Food Bank.,"The clinical center partnered with a local food bank, which provided the food resources central to the ""Food is Medicine"" intervention, demonstrating a resource sharing agreement to implement the innovation."
4684,Thakur,strat_48,Develop resource sharing agreements,1,,"Patients who were not able to afford the CGM sensor were provided with Libre Pro CGM sensors, which were donated to the CUHCC by Abbott.","The program developed a partnership with an external organization, Abbott, to obtain a necessary resource (CGM sensors) to implement the innovation for uninsured patients."
4890,Ung,strat_48,Develop resource sharing agreements,1,,Accurately labeled specimens were sent to Clinical Labs of Hawaii for processing.,"The study developed a partnership with an external organization, Clinical Labs of Hawaii, to provide the necessary laboratory processing resources for the HPV self-swab tests."
3934,Venishetty,strat_48,Develop resource sharing agreements,1,,Most of the program’s work is done through collaborative agreements and collaborations with multiple community organizations and FQHCs.,"The program established collaborative agreements with FQHCs and community organizations to implement the screening program, which constitutes developing partnerships to share resources."
4115,Walker,strat_48,Develop resource sharing agreements,1,,"Spokes were compensated with a stipend ranging from $2,500 to $10,000 for data acquisition and sharing based on spoke size and data acquisition complexity.","The study established a formal agreement where participating health centers (spokes) shared patient data with the research team in exchange for financial compensation, which is a direct example of a resource sharing agreement."
4519,EspinozaSalomon,strat_49,Faciliate relay of clinical data to providers,1,,"Each week, a member of the study team reviewed each participant’s data with them, praising achievements, identifying barriers to physical activity, and discussing solutions.","The study team reviewed weekly personal activity tracker data with participants to provide coaching and feedback, which fits the definition of relaying clinical data to providers to promote the use of the targeted innovation."
3528,Kim,strat_49,Faciliate relay of clinical data to providers,1,,A health coach employed by the health center reviewed the RPM data via a secure web portal.,"The intervention established a secure web portal through which remote patient monitoring data was transmitted and made available for review by the health coach, directly facilitating the relay of clinical data to providers to inform care."
3974,Shareef,strat_49,Faciliate relay of clinical data to providers,1,,"The patient navigator was provided with a weekly list of individuals with an abnormal FIT and asked to use a checklist to ensure completion of key steps in the follow-up process, and to implement specific interventions for any incomplete steps (Table 1).","A system was established to provide a weekly list of patients with abnormal test results to a navigator, who then used this data to facilitate provider action, fitting the definition of relaying clinical data to promote the innovation."
3934,Venishetty,strat_49,Faciliate relay of clinical data to providers,1,,The laboratory supplied FIT results to the FQHCs and the project team.,"The study describes a process where laboratory results were supplied directly to the FQHCs, which facilitates the relay of clinical data to providers for patient records and follow-up."
4811,Bowen,strat_5,Develop a formal implementation blueprint,1,No.  lists goals but does not include strategies ,The aim of this program was to decrease weight and BMI of 80% of adult participants who were diagnosed with obesity and T2DM by 5% and decrease hemoglobin A1c level 0.5%.,"The project established a formal plan with a clear aim, target population, specific goals for weight and A1C reduction, and a defined three-month timeline, which serves as an implementation blueprint."
4052,Gautom,strat_5,Develop a formal implementation blueprint,1,,A detailed protocol for the PN intervention has been published.,"This quote indicates that a formal, detailed plan was developed to guide the implementation of the patient navigation intervention, which constitutes an implementation blueprint."
4617,Hammarlund,strat_5,Develop a formal implementation blueprint,1,,"Care providers from participating FQHCs attended a 7-hour, virtual orientation for the ECHO Diabetes program that included an overview of protocols, an introduction to the hub teams, exposure to foundational topics in diabetes care, and directions on how to utilize program resources.","The text describes a structured program with a formal orientation covering protocols, resources, and foundational topics, which serves as a blueprint guiding the implementation effort."
4258,Mehta,strat_5,Develop a formal implementation blueprint,1,,"The protocol, statistical plan, and outreach content appear as a Supplement, and the protocol was registered at ClinicalTrials.gov (NCT04711473).","The study developed and registered a formal protocol and statistical plan, which serves as a detailed implementation blueprint outlining the aim, scope, timeframe, and measures for the intervention."
3987,Nuno,strat_5,Develop a formal implementation blueprint,1,,"The 13-week calendar presented topics in the following order: (W1) introduction to MSD; (W2) living a healthy life with T2D; (W3) are you at risk of developing CVD?; (W4) maintaining a healthy weight; (W5) beneﬁts of physical activity; (W6) glucose and sugar; (W7) everything you need to know about high blood pressure, salt, and sodium; (W8) control your cholesterol, eat less fat; (W9) is our community healthy?; (W10) enjoy life with emotional well-being; (W11) effective management of T2D is a shared responsibility; (W12) enjoy healthy meals with friends and family, meal demonstration; and (W13) review/graduation.","The paper details the structured 13-week curriculum, including weekly topics and session segments, which serves as a formal implementation blueprint guiding the intervention's delivery."
4647,Samuel-Hodge,strat_5,Develop a formal implementation blueprint,1,,"Site implementation team creates a team charter, meets monthly, and integrates Med-South into site’s health service workﬂow",The requirement for each site's implementation team to create a team charter serves as a localized formal implementation blueprint to guide their efforts in integrating the program.
4684,Thakur,strat_5,Develop a formal implementation blueprint,1,,"The CGM program followed a structured protocol (refer to Figure 1). During enrollment and subsequent visits, pharmacists were responsible for the application and removal of CGM sensors. They also provided patient education and instructions on how to use CGM devices. There was no real-time monitoring of CGM data given the technological barriers, but in follow-up visits, pharmacists downloaded and reviewed the glucose data and adjusted patients’ medications. Follow-up visits were scheduled according to the patient’s HbA1c levels.","The paper describes and depicts a structured protocol that outlines the aim, scope, roles, and processes for the CGM program, which serves as a formal implementation blueprint to guide the effort."
4746,Llavona-Ortiz,strat_50,Remind clinicans,1,,"Upon completing the TIMI, participants received a printed provider prompt indicating their intent regarding CRCS: (1) “I will definitely get screened to prevent CRC”, (2) “I am thinking about getting screened for CRC”, or (3) “I am not interested in getting screened for CRC.”).","The intervention provided patients with a printed prompt to give to their provider, which serves as a paper-based reminder for the clinician to discuss and facilitate colorectal cancer screening."
3974,Shareef,strat_50,Remind clinicans,1,,Initiate provider feedback to prompt result review if incomplete,"The patient navigator's role included initiating feedback to providers if they had not reviewed an abnormal result, which serves as a direct reminder system to prompt clinicians to take the next step in the care process."
4811,Bowen,strat_51,Revise professional roles,1,Correct,"An additional 30-minute educational training was conducted with 1 RN and 1 CMA, who functioned as health coaches for the program.","The project revised the roles of an existing RN and CMA by having them function as health coaches, which involved new responsibilities like weekly coaching calls to implement the behavioral program."
4247,Coronado,strat_51,Revise professional roles,1,,Centralized clinic outreach staff were trained to deliver live advance notiﬁcation phone calls during a 4-hour in-person training delivered (in English and Spanish) by the study team.,"The study revised professional roles by training and designating centralized outreach staff to deliver live advance notification phone calls, a specific task designed to implement the enhanced outreach program."
4519,EspinozaSalomon,strat_51,Revise professional roles,1,,"Each week, a member of the study team reviewed each participant’s data with them, praising achievements, identifying barriers to physical activity, and discussing solutions.","The role of the study team was revised to include the new tasks of reviewing personal activity tracker data weekly and providing data-driven coaching to participants, which constitutes a revision of professional roles to support the innovation."
3936,Farley,strat_51,Revise professional roles,1,,This presents an opportunity for pharmacists in a collaborative clinic setting to increase their involvement in the screening and referral of patients with SDoH needs to support patients and providers in pursuit of optimal care outcomes.,"This study describes expanding the professional role of pharmacists to include screening and referral for social determinants of health, which is a revision of their duties to facilitate the new clinical process."
4052,Gautom,strat_51,Revise professional roles,1,,"PRECISE’s PN services were conducted by care coordinators, not registered nurses...","The study revised professional roles by having clinic care coordinators deliver the patient navigation services, a task performed by registered nurses in the program from which this intervention was adapted."
4617,Hammarlund,strat_51,Revise professional roles,1,,"Project ECHO Diabetes addresses this issue by using a ""hub-and-spoke"" model to deliver tele-education, empowering primary care providers to manage diabetes care effectively in these settings.","The text states that the program empowers primary care providers to manage diabetes care, which represents an expansion of their professional role to include tasks typically handled by specialists."
4036,McAtee,strat_51,Revise professional roles,1,,"Rhode Island Department of Health’s Diabetes, Heart Disease, and Stroke Program (RIDHDS) expanded the roles of certified CHWs (CCHWs), employed by CHTs, for chronic disease with a focus on CVD and DM from 2020 to 2023.","The program's core activity was to expand the roles of CCHWs by providing them with specialty training in CVD and DM, enabling them to offer targeted health coaching and support, which is a direct revision of their professional role."
3987,Nuno,strat_51,Revise professional roles,1,,MSD was delivered in Spanish by an assigned promotora from each FQHC.,"The intervention was delivered by existing FQHC staff members, promotoras, who were assigned the new role of administering the 13-week educational program, which constitutes a revision of their professional roles to deliver the innovation."
4684,Thakur,strat_51,Revise professional roles,1,,"During enrollment and subsequent visits, pharmacists were responsible for the application and removal of CGM sensors. They also provided patient education and instructions on how to use CGM devices.",The implementation strategy involved revising the professional role of pharmacists to include new responsibilities such as applying and removing CGM sensors and providing patient education to facilitate the program.
3934,Venishetty,strat_51,Revise professional roles,1,,"In this study, some participants received introductory phone calls from patient navigators or CHWs.","The study utilized patient navigators or Community Health Workers (CHWs) to perform specific tasks like making introductory and reminder calls, which constitutes revising or introducing professional roles to implement the screening intervention."
